StartDate,ResponseId,Classification,Student_type,WLB_open,Stress_open,Effects_open,RU open,Overall_experience,Additional,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,Race,Race_6_TEXT,Ethnicity,Ethnicity_3_TEXT,Age,
10/19/2023 20:59,R_BwUtMdxwFKvq837,Freshman,Neither Employed Student or Student Athlete,"I don't currently have a job here but in previous experiences I have had a hard time balancing things, and here I am doing other things besides having a job or playing a sport and I still have a hard time finding time for everything","sleeping, reading, and sitting and staring at the wall","I just have a really hard time managing my time because of my time blindness, so I have a harder time than most when it comes to being able to make a plan to get everything done",No but I have definitely started to consider them more recently!,not really sure yet,"not really, but I can see that there are a lot of students that do struggle with this right now",Disagree a little,Agree moderately,Agree a little,Agree strongly,Agree moderately,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,"Black or African American,White",,Prefer not to say,,18,36485
10/20/2023 9:07,R_sSgzjSLO5aXfcBz,Freshman,Neither Employed Student or Student Athlete,It can become stressful at moments but I really do try to separate and have equal times between the my academics and my extracurriculars. so im overall fine,I tend to schedule or make calendars in my phone to be able to keep up with what I have due and what needs to be done that day. if there is a assignment due in the week ill do it to get it out the way and have no excuses about forgetting. about it,,I tend to go to the Esports center and sometimes just go in there to get my work done and socialize,"I don't work a job yet but finding a job outside of campus is pretty competitive. but I do extracurriculars like im on the Valorant esports team and juggling the time between practice, games, academics, and my personal life becomes pretty difficult when you have multiple commitments you made.",,Agree a little,Disagree a little,Agree a little,Disagree a little,Agree moderately,Agree moderately,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,"Asian,Native Hawaiian or Other Pacific Islander",,Not Hispanic or Latino/a/x,,18,36172
10/20/2023 10:59,R_3HC83DaTlmtyVZE,Freshman,Employed Student,"I am a lot more focused on school, but working on my work-life balance and trying to do school and fun things",My calendar and planner to help me manage both my school and personal lives,"I miss out on time and events with friends, family, and other school-wide events due to working on school, then try to compensate by not doing much school work later",,I feel like I havenï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½t really had time to experience college since Iï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,"I would like to put myself out there more and make more friends, but thereï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½",Agree moderately,Disagree a little,Disagree moderately,Agree moderately,Agree moderately,Disagree moderately,Agree a little,Disagree a little,Disagree moderately,Disagree moderately,"Asian,White",,Not Hispanic or Latino/a/x,,18,36223
10/20/2023 11:18,R_3mn2dWNHNIuQ0bd,Sophomore,Neither Employed Student or Student Athlete,It is okay,staying ahead on work,Less sleep,no,it has not affected it a whole lot,no,Neither agree nor disagree,Disagree a little,Agree strongly,Disagree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Disagree strongly,Agree strongly,Neither agree nor disagree,White,,Other,,18,36127
10/20/2023 12:22,R_PS3aOwSsTCkLpq9,Freshman,Neither Employed Student or Student Athlete,fine,taking deep breathes and breaks ,depression and anxiety ,dining services,good,nope,Agree moderately,Neither agree nor disagree,Agree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree strongly,Agree a little,Disagree strongly,White,,Not Hispanic or Latino/a/x,,18,36283
10/20/2023 12:38,R_2CCd7iK8vwJw5CS,Freshman,Neither Employed Student or Student Athlete,i dont have a job,sleep,,,good,,Agree a little,Agree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Native Hawaiian or Other Pacific Islander,,Other,,18,36128
10/20/2023 13:22,R_Og1hmxqnqY47sqZ,Freshman,Neither Employed Student or Student Athlete,I personally do not work right now but when I did I felt stressed with all the academics that I had to complete when I got off a shift which then cause me to stay up late and not participate and zone out in class.  ,I have managed my stress with making time inbetween classes to do homework and other chores that I have for the day and immediately get my stuff done after class. ,it puts a strain on friendships as well,N/A,,,Agree strongly,Agree strongly,Agree moderately,Agree a little,Disagree a little,Disagree strongly,Agree a little,Disagree moderately,Disagree moderately,Agree a little,White,,Not Hispanic or Latino/a/x,,18,36141
10/20/2023 15:45,R_2c6EPCYEw8H6k8Z,Freshman,Neither Employed Student or Student Athlete,"I feel like I need to work on balancing my work and life because I sometimes get negligent, and I don't do things when I am supposed to do them and end up sacrificing my sleep and social life to do them last minute.",I talk to my mom about those issues and she mostly tells me how I can handle them ,,,"I thought that freshman year college would be all fun and full of experience, but it has only been stressful; a lot of assignments and exams every other week, and it just altogether not what I was expecting, and it made me lose all the excitement I had about going to college.",,Agree a little,Disagree moderately,Disagree strongly,Agree strongly,Agree a little,Disagree a little,Agree strongly,Disagree a little,Agree a little,Agree a little,Other,African,Other,African,18,36228
10/20/2023 16:36,R_A0tBQogKkzx8Eed,Freshman,Student Athlete,satisfied,outdoor walks,none,no,more eventful,no,Disagree strongly,Disagree moderately,Agree strongly,Agree a little,Agree a little,Agree strongly,Agree a little,Disagree moderately,Agree strongly,Disagree moderately,Black or African American,,Not Hispanic or Latino/a/x,,19,36167
10/20/2023 17:53,R_2qaDWhhUzSzTld3,Freshman,Neither Employed Student or Student Athlete,I feel pretty good about my work-life balance. I have made time for stuff I enjoy outside of school as well as keeping up with all of my work at the same time.,I just try to take one thing at a time. I make a schedule for myself and stick to it.,,,,,Disagree moderately,Agree a little,Agree a little,Agree moderately,Agree moderately,Disagree a little,Agree moderately,Disagree moderately,Neither agree nor disagree,Agree moderately,White,,Not Hispanic or Latino/a/x,,18,36585
10/20/2023 22:50,R_ZEMV4vTy11QJEop,Sophomore,Employed Student,I feel overwhelmed and stress balancing my work life and academic. ,Being alone in a quiet room some times helps,"Depression, anxiety, and lack of sleep",Not really i dont feel supported at radford university ,Honestly really bad there is always something to pay at this school so i have to work more to pay the school so i dont really have time to do anything,,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Agree a little,Agree a little,Disagree moderately,Disagree a little,Agree a little,Black or African American,,Prefer not to say,,20,36467
10/21/2023 8:32,R_3jcXZdMNLFT0M2F,Freshman,Employed Student,I feel confident in my ability to have time for work and school while also having time for myself. ,I manage my time and use my planner on a daily basis to plan my days out. ,I don't have any. ,,I think working helps keep me motivated to get my work done in a timely manner and not procrastinate. ,No.,Disagree a little,Agree a little,Agree moderately,Disagree moderately,Agree moderately,Agree a little,Agree moderately,Disagree strongly,Agree strongly,Disagree strongly,White,,Not Hispanic or Latino/a/x,,19,36303
10/21/2023 12:37,R_2SuvUcWz9g3HjID,Freshman,Neither Employed Student or Student Athlete,work life balance is very important however because of my work load it is often stressful at times ,"I space out the time I work on personal life and academics, try to get things done early. ","lack of sleep, not being able to eat much, just no time for anything ",no,just have to be a lot stricter with a schedule and plan ahead ,no,Disagree moderately,Disagree strongly,Agree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree strongly,Disagree moderately,Neither agree nor disagree,Disagree strongly,White,,Prefer not to say,,18,36484
10/21/2023 13:35,R_Q5sfrkqsmZL3Hxv,Sophomore,Neither Employed Student or Student Athlete,"I feel as though I could make more time for myself. Even when Iï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½m not using my time to fulfill academic requirements, my mind is still lingering on what assignments are due. Itï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s hard to draw a line between school and my personal life, itï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s very stressful trying to manage being a person a","DBT skills learned in therapy, art, music, reading, and praying ",,No,Itï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s made me question my ability to do it all. Iï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ve contemplated dropping out of RU to ,No,Disagree strongly,Agree a little,Disagree strongly,Agree strongly,Agree strongly,Agree a little,Agree strongly,Agree strongly,Disagree strongly,Agree a little,American Indian or Alaska Native,,Hispanic or Latino/a/x,,20,36523
10/21/2023 15:47,R_2c2srV3KyOJrC1g,Freshman,Neither Employed Student or Student Athlete,I don't work now ,watching movies/shows,a lot of things,no,since I have been here I haven't worked because I want to wait,no,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Black or African American,,Other,black,18,36465
10/22/2023 9:57,R_33D6XtAgZsSJTHF,Freshman,Neither Employed Student or Student Athlete,I would assume that it is a lot to juggle having to choose what to prioritize and when to take care of yourself. ,I try to plan out what I need to do and to make sure to make time for myself and my needs.,"The effects I encounter are like forgetting to eat or purposely not eating, not sleeping much, getting overwhelmed, etc. ",nope,made time management better ,none,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Other,hispanic ,Hispanic or Latino/a/x,,18,36179
10/15/2023 12:14,R_2scjgwhhLt79kuK,Freshman,Neither Employed Student or Student Athlete,good,doing art or working out, no i dont think,,,,,,,,,,,,,,,,,,,36514
10/22/2023 16:20,R_323EINoPOm3nqr1,Freshman,Neither Employed Student or Student Athlete,good,take breaks and focus on what i love,none that i can think of,not that i can think of,i do not have a job right now,no,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree moderately,Agree a little,Agree moderately,Disagree moderately,Neither agree nor disagree,Disagree moderately,White,,Not Hispanic or Latino/a/x,,18,36466
10/22/2023 17:41,R_1LnDryrAPbFML6Q,Freshman,Neither Employed Student or Student Athlete,I feel like it is necessary to be successful and happy,space and time to myself,,library,it has caused more stress but I was prepared for it ,,Agree a little,Neither agree nor disagree,Agree moderately,Agree moderately,Agree moderately,Disagree a little,Agree moderately,Disagree a little,Disagree moderately,Disagree a little,Black or African American,,Not Hispanic or Latino/a/x,,18,36306
