Classification,Student_type,WLB_1,WLB_2,WLB_3,WLB_4,WLB_5,WLB_6,WLB_7,WLB_8,WLB_9,WLB_10,WLB_11,Overall_stress,Stress_1,Stress_2,Stress_3,Stress_4,Stress_5,Stress_6,Effects_1,Effects_2,Effects_3,Effects_4,Effects_5,Effects_6,Effects_7,Effects_8,Effects_9,Effects_10,Coping Resources_1,Coping Resources_2,Coping Resources_3,Coping Resources_4,Coping Resources_5,Coping Resources_6,Coping Resources_7,Coping Resources_8,Coping Resources_9,Coping Resources_10,Coping Resources_11,Coping Resources_12,Coping Resources_13,Coping Resources_14,Coping Resources_15,Coping Resources_16,Coping Resources_17,Coping Resources_18,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,Ethnicity,id,ResponseId,WLB_open,Stress_6_TEXT,Stress_open,Effects_open,RU open,Overall_experience,Additional,Race,Race_6_TEXT,Ethnicity_3_TEXT,Age
1,3,3,2,2,1,2,2,1,2,2,1,2,4,9,10,10,6,6,10,5,5,5,5,5,5,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,6,4,7,6,6,3,7,2,36299,R_2S3vpyY72s8xgdI,I feel like I spend all my time on schoolwork and studying that I don't have time to relax or spend time with friends or family.,,I listen to music.,"Since I live far away from the University, I can't see my family. I could possibly see them if I didn't have so much work I needed to do.",No.,"Overall, I feel like my college experience has sucked because my work/ life balance sucks. ",No,5,,,18
2,3,2.953256074,2.578646967,3.421780207,3.273073791,3.739570644,2.844095175,3.05836581,3.714898127,3.256239444,2.495336711,2.582383989,3.185720183,7.61686391,6.023508557,5.779774343,4.486195417,5.005065898,6.957720657,3.667404561,3.204092387,3.835290495,3.570047342,2.444591756,2.746902412,3.063089845,2.952540583,3.138498481,3.379868366,1.42349715,1.690294508,1.534739134,1.258604182,1.100431527,1.187316637,1.667564966,1.042690337,1.566034855,1.053667748,1.032460515,1.386723096,1.022229349,1.220356319,1.17997676,1.033230234,1.056147767,1.18033387,3.95976877,3.553624142,5.597280337,4.137941495,5.306605993,4.67061343,5.608773711,2.567290428,4.921895664,3.265694184,2.193944552,36327.65359,R_CadcHORXpkvfdYd,,,,,,,,,,,
1,3,4,5,5,5,5,4,5,4,4,4,3,2,6,10,10,3,2,10,2,5,4,5,1,1,1,2,2,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,5,1,6,1,7,6,7,2,7,1,2,36203,R_3EBeu4d8jOsNoJw,Now that I am in school and not working a full-time real world job I feel as though I have all the time I need in order to function properly.,,I get all my work done as soon as possible so I have lots of free time leftover every week.,,,I am surprised about how easy it is compared to the real world I experienced in my gap years. I feel stable and supported. I have everything I need to succeed in this environment.,,5,,,21
1,3,4,4,5,5,5,3,4,4,4,2,3,1,3,3,3,3,3,3,3,2,4,4,1,1,3,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,5,5,7,1,7,7,7,1,7,1,2,36313,R_27HXxBrQaKdHPnS,I think i got everything under control. Time management is an important factor so i try to balance everything out so that i don't stress my self,,Time management.,Sometimes you will have multiple school homework or research essay that might be due in the same which is sometimes overwhelming situation like that you have to take time from doing what you love to focusing those work,Personal Fitness i go to the gym often,I currently don't have a Job so i don't have much experience,It was a great Topic learned new things.,3,,,17
2,3,2.953256074,2.578646967,3.421780207,3.273073791,3.739570644,2.844095175,3.05836581,3.714898127,3.256239444,2.495336711,2.582383989,3.185720183,7.61686391,6.023508557,5.779774343,4.486195417,5.005065898,6.957720657,3.667404561,3.204092387,3.835290495,3.570047342,2.444591756,2.746902412,3.063089845,2.952540583,3.138498481,3.379868366,1.42349715,1.690294508,1.534739134,1.258604182,1.100431527,1.187316637,1.667564966,1.042690337,1.566034855,1.053667748,1.032460515,1.386723096,1.022229349,1.220356319,1.17997676,1.033230234,1.056147767,1.18033387,3.95976877,3.553624142,5.597280337,4.137941495,5.306605993,4.67061343,5.608773711,2.567290428,4.921895664,3.265694184,2.193944552,36327.65359,R_29aHZvjv4SlPhQt,,,,,,,,,,,
2,3,3,2,2,3,5,4,3,5,4,1,1,3,9,2,3,8,6,9,4,4,4,3,2,4,4,4,4,4,3,2,3,2,2,3,3,1,3,1,1,4,1,1,1,1,1,1,7,4,6,7,7,2,7,2,3,2,3,35882,R_UyE7vzmbAq9i6tz,stressed but manageable,home life,"music, self care",being sick,,there has been a lot of stress that has affected my mental health/physical health and has taken tolls on my extracurriculars and relationships,,5,,,19
1,3,3,2,2,2,3,3,2,3,2,3,1,5,9,10,10,6,9,10,5,4,4,4,4,4,4,2,5,4,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,5,2,1,7,5,3,7,3,5,5,3,36228,R_2c6EPCYEw8H6k8Z,"I feel like I need to work on balancing my work and life because I sometimes get negligent, and I don't do things when I am supposed to do them and end up sacrificing my sleep and social life to do them last minute.",,I talk to my mom about those issues and she mostly tells me how I can handle them,,,"I thought that freshman year college would be all fun and full of experience, but it has only been stressful; a lot of assignments and exams every other week, and it just altogether not what I was expecting, and it made me lose all the excitement I had about going to college.",,6,African,African,18
1,3,2,2,4,4,5,4,2,4,5,5,1,3,6,3,6,3,3,2,4,2,5,4,2,4,4,2,3,4,1,2,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,4,6,6,5,6,7,2,5,5,2,36254,R_2aX0uqib1Z6Q981,"I feel like I have a good work-life balance. I do a lot of extracurricular activities and can still manage school. As I do not work this semester, I will work next semester and hopefully be able to manage all my academics and club sports. ",,I can plan out my academics and schedule ahead of time and times to study.,I feel stressed when I have multiple assignments or want to go enjoy a night out or go to the gym but feel like I don't have time.,,college has effected my overall work life balance by making it easier to study and focus on my studies.,,5,,,18
1,3,4,3,3,4,4,2,3,3,3,4,3,3,6,2,2,3,6,8,4,4,4,3,3,3,4,3,3,3,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,5,4,3,5,6,4,4,2,2,36376,R_zU62nz7ErC1KQJH,I feel ok about it. I do not work or do sports so half of what I do is just school and other stuff. I feel like it is going fine but I am always tired for some reason.,Sensory,My cat and going to workout out.,I'm often just depressed or tired. Even though I do not have a lot to do,Nothing really besides the game room,"It hasn't affected it much, but I just seem to get more depressed easily and tired more often",Not that I can think of,5,,,18
2,3,2.953256074,2.578646967,3.421780207,3.273073791,3.739570644,2.844095175,3.05836581,3.714898127,3.256239444,2.495336711,2.582383989,3.185720183,7.61686391,6.023508557,5.779774343,4.486195417,5.005065898,6.957720657,3.667404561,3.204092387,3.835290495,3.570047342,2.444591756,2.746902412,3.063089845,2.952540583,3.138498481,3.379868366,1.42349715,1.690294508,1.534739134,1.258604182,1.100431527,1.187316637,1.667564966,1.042690337,1.566034855,1.053667748,1.032460515,1.386723096,1.022229349,1.220356319,1.17997676,1.033230234,1.056147767,1.18033387,3.95976877,3.553624142,5.597280337,4.137941495,5.306605993,4.67061343,5.608773711,2.567290428,4.921895664,3.265694184,2.193944552,36327.65359,R_29aHZvjv4SlPhQt,,,,,,,,,,,
1,3,4,4,3,2,4,5,4,4,4,4,1,5,9,10,10,10,8,10,4,4,4,4,4,3,3,5,5,5,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,5,6,5,5,6,6,2,6,2,2,36212,R_3e2Gyj440UlYuAI,"I feel like my life is consumed by school and schoolwork. It's the same thing all the time, just different day. I have schoolwork due on the weekend, which sucks. ",,"When I get overwhelmed, I just stop and take a break instead of pushing myself overboard. ",I have no time for myself and the things I used to do.,no,,,"4,5",,,18
1,3,5,4,4,3,4,2,5,5,3,4,2,3,8,2,2,2,6,10,4,3,5,4,2,2,1,4,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,5,7,6,5,4,4,2,2,36369,R_1im88gkJVQnGJAx,My work-life balance is strongly dependent on my mood so if my mood is low the balance will be off. If my mood is high the balance will be almost perfect.,,I often try to get my mind off the source of my stress and return to it at a later time.,,"No, and as a freshman I didn't even know half of these existed. ","When balanced my college experience has actually been really great. That said, once exams and tests come up, things get pretty stressful.",No.,3,,,18
1,3,1,1,2,2,1,1,3,4,2,4,2,3,8,2,2,2,3,6,5,5,5,5,5,5,5,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,2,6,6,2,3,3,2,36308,R_DdDpLWxKLO5je4p,"i feel like my work-life balance needs major improvements, I often don't complete all of my assignments because I focus more on my personal life.",physical health,"spending time with friends, family, and doing things like watching tv and playing video games alone.",An additional effect of stress I experience in managing my work-life balance is feeling anxious that I will not be able to complete my degree at Radford because I have not completed all my schoolwork,I use the lounges in Muse Hall with friends to study.,It has made it hard to manage my schoolwork because I have not effectively balanced my school and social life so I often don't leave enough time for schoolwork after doing personal things.,no,5,,,18
1,3,3,1,4,3,4,4,3,4,3,2,2,4,8,10,10,6,8,10,5,5,5,4,4,4,5,5,5,5,1,5,3,1,1,5,1,1,2,1,1,1,1,3,1,1,1,2,4,4,4,5,5,3,5,3,3,3,2,36392,R_YRNkksHksotSc0N,I think for me I have a hard tie managing my Social life and school life and it would even harder with a job,,I think to relieve my school stress I try and go to the library to get a change and to help me focus more,I think the main thing is one thing stresses me out to the point where I can't do anything else and don't want to do anything but sleep in the moment,nope,For me if I got a job I think my grades would fall and I would be even more stressed than I already am,,5,,,18
2,3,2,2,5,3,5,3,2,3,4,1,1,5,9,10,8,8,6,10,4,4,5,4,2,3,5,4,2,5,1,3,2,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,2,4,6,5,6,7,7,2,7,3,2,36287,R_1EieOJvDr4KTwHz,"My work-life balance can improve in the future, as of right now I'm managing my time well between classes and extracurricular activities.There are sometimes where I do have to put my academics first and miss out on certain club events and activities. There are times where feel overwhelmed because of deadlines being back to back. ",,Resource I use when dealing with managing stress is creating a schedule for when do complete my work due. Using an app that notifies you when an assignment is due. Talking to friends and family can help me cope and take my mind off academics.,"The effects of stress that I experience is feeling overwhelmed, having doubts, not feeling like I'm committing enough time even though I am, and trying to study for multiple test causes anxiety. ",No,It has made me more aware of how to handle stressful situations but increased my anxiety.,,3,,,19
1,3,2,2,2,2,4,2,4,4,2,2,4,3,8,2,2,8,6,2,4,4,2,2,4,4,2,4,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,6,6,5,7,5,2,3,5,2,36190,R_1Eb7WbDVjXZx7rY,"Overall, I think I can juggle school and my personal life but I am constantly stressed over school work",down time,I have a cut off time when I stop working on school work,I find it hard to sleep unless all of my school work is done because it stresses me out knowing I have unfinished assignments,no,I often miss out of events with friends because of my school work,no,5,,,18
1,3,4,5,5,5,5,4,5,4,4,4,3,2,6,10,10,3,2,10,2,5,4,5,1,1,1,2,2,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,5,1,6,1,7,6,7,2,7,1,2,36203,R_3EBeu4d8jOsNoJw,Now that I am in school and not working a full-time real world job I feel as though I have all the time I need in order to function properly.,,I get all my work done as soon as possible so I have lots of free time leftover every week.,,,I am surprised about how easy it is compared to the real world I experienced in my gap years. I feel stable and supported. I have everything I need to succeed in this environment.,,5,,,21
2,3,2,1,4,2,4,4,4,4,2,2,5,4,8,10,10,3,3,10,4,5,4,4,2,2,3,5,4,3,2,2,1,1,1,1,2,1,3,1,1,3,1,1,2,1,2,1,5,2,3,5,7,5,6,4,5,1,2,36196,R_xFmTtxBd8uMPYTn,"I find school stressful, but it's mainly due to my procrastination and not being responsible. I need to change my mindset when it comes to school.",,"take time to get my work done, once my work is done I have nothing to stress about",,study rooms,It has taught me many things for the future and it's made my college experience better as a result,,3,,,19
1,3,3,2,2,2,3,3,2,3,2,3,1,5,9,10,10,6,9,10,5,4,4,4,4,4,4,2,5,4,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,5,2,1,7,5,3,7,3,5,5,3,36228,R_2c6EPCYEw8H6k8Z,"I feel like I need to work on balancing my work and life because I sometimes get negligent, and I don't do things when I am supposed to do them and end up sacrificing my sleep and social life to do them last minute.",,I talk to my mom about those issues and she mostly tells me how I can handle them,,,"I thought that freshman year college would be all fun and full of experience, but it has only been stressful; a lot of assignments and exams every other week, and it just altogether not what I was expecting, and it made me lose all the excitement I had about going to college.",,6,African,African,18
1,3,1,1,5,3,4,2,1,5,3,2,2,4,9,10,10,9,9,10,5,5,5,4,3,5,3,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,6,6,6,6,5,5,5,2,36327,R_1HnUpQj2hiH4DZR,I feel neutral,,Talking to someone about it,Me being extremely anxious,,Yes and no,,5,,,18
1,3,3,2,2,3,3,2,2,2,2,2,1,5,9,2,2,6,9,10,5,5,5,5,2,4,5,5,5,5,2,2,2,2,2,3,4,1,1,1,1,3,1,1,1,1,1,1,3,4,5,7,6,4,6,4,1,1,2,36501,R_3EQOZPR80GlVIKQ,very caotic,,I try to put everything I have to do on a planner so I don't forget,I become depressed because of my stress and not be able to do the things I love then I become unmotivated to do anything at all.,no,a stressful experience,nope,5,,,18
1,3,3,3,4,3,3,3,4,4,4,3,3,3,6,2,2,3,6,2,3,3,3,4,1,3,3,2,3,3,1,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,6,2,4,5,4,1,5,6,2,36488,R_3JeGLJspOzZ3MYr,Preserving time for the weekend and usually utilizing weekdays for my academic/work-life.,,Mainly hanging with friends and time management.,,,Managing my time balanced the routine of each class I have and prioritizing at certain times throughout the day.,,5,,,18
1,3,4,4,4,1,4,3,4,4,3,3,2,3,8,3,2,2,6,2,3,4,3,3,1,3,2,4,3,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,5,3,5,5,1,4,2,3,2,3,36180,R_3CD8fOgty9FNWhw,It's okay but I feel like it can be better,,I try and validate my feeling and tell myself it's okay to not be happy as long as I don't participate in self-destructive behaviors.,I feel like I can't study as much as a want and still have a social life,The esports center,There's always a low hum of stress I never feel really relaxed,not really,2,,Filipino,18
1,3,2,2,5,4,5,4,4,4,3,2,3,4,9,2,2,3,6,2,5,4,4,4,2,3,4,2,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,5,2,1,1,1,6,3,6,4,4,1,3,1,3,1,3,36531,R_23fdI4QAjx4sBSs,My school work and life balance are handled well and always apply school work before life and daily balance,,"breathing techniques, yoga and relaxing",none,no,not much,none,5,,white,18
1,3,2,2,1,3,2,2,3,4,1,4,1,4,8,10,10,6,9,10,4,5,4,4,5,4,4,5,2,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,6,2,7,2,4,5,5,1,2,2,36386,R_1QlW8JnEJ2nQzcJ,"I feel as though I prioritize the things I want to do over the things I know I must do, and it causes a lot of stress as I neglect my responsibilities until the last possible moment. It also often leads to neglect in self-care as well. ",,I use the school counseling services so that I have someone to talk to as a healthy outlet.,"I have found myself in a vicious cycle of tiredness, wanting to sleep so that I could get more work done the following day but not being able to sleep because I know there's things I could/should be doing in the moment. ",,"The further I fall behind, the less motivated I am to try, and it makes being a college student miserable as I feel incapable of catching up or making it to a point where I can succeed. ",,5,,,18
1,3,4,2,3,3,2,2,2,2,4,2,2,5,9,10,10,10,8,10,4,4,4,3,4,2,2,4,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,5,6,7,1,7,7,2,5,3,3,36450,R_3JtvbGMpUwSKAhy,mostly stressed,,listening to christian music and praying,time with my family,no,a little bit,,5,,,19
1,3,5,4,4,3,4,2,5,5,3,4,2,3,8,2,2,2,6,10,4,3,5,4,2,2,1,4,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,5,7,6,5,4,4,2,2,36369,R_1im88gkJVQnGJAx,My work-life balance is strongly dependent on my mood so if my mood is low the balance will be off. If my mood is high the balance will be almost perfect.,,I often try to get my mind off the source of my stress and return to it at a later time.,,"No, and as a freshman I didn't even know half of these existed. ","When balanced my college experience has actually been really great. That said, once exams and tests come up, things get pretty stressful.",No.,3,,,18
1,3,3,3,4,4,4,3,4,4,4,2,2,3,8,10,10,6,8,6,3,4,2,3,1,2,4,3,3,2,1,2,1,1,3,1,3,1,1,1,1,3,1,1,1,1,1,1,2,3,6,5,5,1,5,1,6,2,1,36583,R_3LiOwTyJkSv5wzo,"Sometimes having all your stuff together can be hard, but it doesn���t mean you cant learn from mistakes and get better with your time management s",Assignment due dates,I mostly do things that I enjoy such as journaling or going to the gym. I like to do things alone that���s were I find my ,Sometimes is very stressing when out of nowhere I have meeting for clubs. It makes change my whole day calendar to another time. I have consider time spending studying and assignments. I don't like when things come on the last moment.,No,Having a work-life balance is essential for life and overall future plans. Sometimes it get harder or I get unmotivated but I move forward.,No,5,,,18
1,3,3,4,4,3,3,2,4,4,4,3,3,3,8,10,10,3,6,10,4,2,4,3,1,2,3,2,2,3,5,2,2,3,1,2,3,1,2,1,1,1,1,1,1,1,1,1,5,5,5,4,5,4,3,3,4,3,2,36607,R_1qUmHiKaKLJOh9U,I try to complete my work while still making time for myself and doing things I like,,I try not to pile things on top to the point where I have to much to do and I feel like I have no time to complete them,,,I try studying as much as I can but also make time for the balance to work,,5,,,18
1,3,4,4,4,3,5,3,5,5,4,4,5,2,8,10,10,2,3,10,3,2,4,4,1,4,2,3,2,2,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,2,6,1,5,2,5,2,7,6,1,36295,R_1C87gZQP9wwVOXt,I feel like I have a really good work-life balance,,I usually try to solve my stressor so it doesnt stress me out even more,,,"Since I have managed to create a good work-life balance, so far I have had a positive college experience",,6,Hispanic,,18
1,3,4,4,4,3,5,3,5,5,4,4,5,2,8,10,10,2,3,10,3,2,4,4,1,4,2,3,2,2,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,2,6,1,5,2,5,2,7,6,1,36295,R_1C87gZQP9wwVOXt,I feel like I have a really good work-life balance,,I usually try to solve my stressor so it doesnt stress me out even more,,,"Since I have managed to create a good work-life balance, so far I have had a positive college experience",,6,Hispanic,,18
1,3,4,3,4,3,4,4,3,4,4,2,1,3,8,3,3,3,3,2,4,3,4,5,2,2,3,2,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,6,5,4,3,6,4,2,5,3,2,36387,R_1dKeqMygbZQxL2z,"I feel like I have learned to manage my time well so that I am not stressed out from my work-life balance. Since I am no longer in sports or working during the school week I am basing my opinions on when I did have to balance school, sports, and work. ",,Time management to limit stress. Taking personal self care times and taking breaks when I feel extreme stress.,,,"Over the years I have learned how to manage my time well with my busy work-life, so it has affected my overall college experience positively through knowing how to manage my time well. ",,5,,,18
1,3,4,4,4,3,5,3,5,5,4,4,5,2,8,10,10,2,3,10,3,2,4,4,1,4,2,3,2,2,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,2,6,1,5,2,5,2,7,6,1,36295,R_1C87gZQP9wwVOXt,I feel like I have a really good work-life balance,,I usually try to solve my stressor so it doesnt stress me out even more,,,"Since I have managed to create a good work-life balance, so far I have had a positive college experience",,6,Hispanic,,18
1,3,3,3,4,4,4,3,4,4,3,3,4,4,9,2,2,6,2,2,4,3,3,4,2,2,3,2,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,4,6,5,6,2,6,2,2,36241,R_eINuDx0Lzu1vOBH,"I feel that it could be better, and I am trying to find a balance that lets me do everything. ",,"sleeping, and meditation ",,no,its been good overall,no,5,,,18
1,3,3,2,2,2,3,3,2,3,2,3,1,5,9,10,10,6,9,10,5,4,4,4,4,4,4,2,5,4,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,5,2,1,7,5,3,7,3,5,5,3,36228,R_2c6EPCYEw8H6k8Z,"I feel like I need to work on balancing my work and life because I sometimes get negligent, and I don't do things when I am supposed to do them and end up sacrificing my sleep and social life to do them last minute.",,I talk to my mom about those issues and she mostly tells me how I can handle them,,,"I thought that freshman year college would be all fun and full of experience, but it has only been stressful; a lot of assignments and exams every other week, and it just altogether not what I was expecting, and it made me lose all the excitement I had about going to college.",,6,African,African,18
1,3,4,3,3,3,4,2,4,4,3,2,2,3,8,10,10,10,6,6,4,3,4,3,2,2,4,3,4,4,1,3,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,4,5,6,5,6,5,2,5,2,2,36358,R_3Pp259g28NsdfNf,"I feel like I balance my work-life pretty well, but sometimes school work takes over everything else.",Relationships,"When I'm stressed, I usually just take break from my school work and do something else that doesn't stress me at all. Like watching some tv, or reading my books. ",Just being able to get all schoolwork done on all their different due dates.,Not that I can think of.,"It has definitely been harder to keep my personal life happy and have time to do hobbies I enjoy, and also being able to focus and give all my effort to my school work.",no,5,,,18
1,3,4,2,2,3,4,4,3,4,2,2,4,4,9,10,3,10,6,10,4,4,4,4,1,3,2,4,2,4,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,4,6,6,6,3,6,3,2,3,2,36306,R_1LnDryrAPbFML6Q,I feel like it is necessary to be successful and happy,other,space and time to myself,,library,it has caused more stress but I was prepared for it,,3,,,18
1,3,4,4,3,2,4,5,4,4,4,4,1,5,9,10,10,10,8,10,4,4,4,4,4,3,3,5,5,5,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,5,6,5,5,6,6,2,6,2,2,36212,R_3e2Gyj440UlYuAI,"I feel like my life is consumed by school and schoolwork. It's the same thing all the time, just different day. I have schoolwork due on the weekend, which sucks. ",,"When I get overwhelmed, I just stop and take a break instead of pushing myself overboard. ",I have no time for myself and the things I used to do.,no,,,"4,5",,,18
1,3,4,4,3,3,2,2,2,4,4,2,3,3,9,2,2,3,6,3,4,2,4,4,5,2,4,5,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,5,4,5,5,5,3,3,1,4,3,2,36402,R_ROj30jTPBEdePvj,I don't work,friendships,righting all my assignments down and marking them off when done,,,I decided to not work while being down here cause ik it would be a lot,,5,,,18
2,3,2.953256074,2.578646967,3.421780207,3.273073791,3.739570644,2.844095175,3.05836581,3.714898127,3.256239444,2.495336711,2.582383989,3.185720183,7.61686391,6.023508557,5.779774343,4.486195417,5.005065898,6.957720657,3.667404561,3.204092387,3.835290495,3.570047342,2.444591756,2.746902412,3.063089845,2.952540583,3.138498481,3.379868366,1.42349715,1.690294508,1.534739134,1.258604182,1.100431527,1.187316637,1.667564966,1.042690337,1.566034855,1.053667748,1.032460515,1.386723096,1.022229349,1.220356319,1.17997676,1.033230234,1.056147767,1.18033387,3.95976877,3.553624142,5.597280337,4.137941495,5.306605993,4.67061343,5.608773711,2.567290428,4.921895664,3.265694184,2.193944552,36327.65359,R_CadcHORXpkvfdYd,,,,,,,,,,,
2,3,3,2,3,3,2,4,2,4,3,2,2,4,8,2,10,3,6,6,4,4,4,5,4,3,4,3,2,4,1,3,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,3,5,6,6,6,6,7,3,6,4,2,36400,R_2Ptzp3WoIzB26Do,It is hard to make it work both ways.,Relationship,Self care,,no,It has affected it greatly because it is hard to have time with frinds when we have so much work for classes,no,5,,,19
1,3,3,3,4,4,4,3,4,4,3,3,4,4,9,2,2,6,2,2,4,3,3,4,2,2,3,2,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,4,6,5,6,2,6,2,2,36241,R_eINuDx0Lzu1vOBH,"I feel that it could be better, and I am trying to find a balance that lets me do everything. ",,"sleeping, and meditation ",,no,its been good overall,no,5,,,18
1,3,3,2,2,4,4,3,2,2,3,2,2,4,9,10,2,10,6,10,4,4,4,5,4,3,4,4,5,3,1,1,2,1,1,1,1,1,1,1,1,4,1,4,4,1,1,1,6,1,5,6,7,4,7,6,1,4,2,36242,R_1rpNjZvbidKLZAC,Hectic,,I like doing art to help calm myself down,,,I don't work too much but sometimes the homework can be stressful,,5,,,21
1,3,1,1,2,2,1,1,3,4,2,4,2,3,8,2,2,2,3,6,5,5,5,5,5,5,5,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,2,6,6,2,3,3,2,36308,R_DdDpLWxKLO5je4p,"i feel like my work-life balance needs major improvements, I often don't complete all of my assignments because I focus more on my personal life.",physical health,"spending time with friends, family, and doing things like watching tv and playing video games alone.",An additional effect of stress I experience in managing my work-life balance is feeling anxious that I will not be able to complete my degree at Radford because I have not completed all my schoolwork,I use the lounges in Muse Hall with friends to study.,It has made it hard to manage my schoolwork because I have not effectively balanced my school and social life so I often don't leave enough time for schoolwork after doing personal things.,no,5,,,18
1,3,3,2,4,3,4,3,4,4,4,3,4,3,8,10,10,3,6,10,3,3,4,5,2,2,1,2,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,5,1,7,2,6,5,6,1,6,2,2,36418,R_eJbgY40yMAxAALv,"For the most part, I feel as though I am able to manage my work-life balance well. ",,Creating a schedule that is flexible.,I cannot think of any further effects of stress at the moment.,One Radford University resource that I have found to be profoundly beneficial is the McConnell Library.,"Maintaining a strong work-life balance has greatly benefited my college experience, as a vast majority of college students are also undergoing the challenge of creating their own schedule that provides ample free time while prioritizing their studies. The direct application of this skill after college will have an enormous positive impact over the course of our lives. ","Not that I can think of, but I will be sure to let you know of any additional comments I may develop. ",5,,,19
2,3,2,3,5,3,2,4,2,5,5,2,2,2,8,2,3,2,3,10,4,1,4,4,4,5,2,1,3,4,1,1,3,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,4,6,3,7,5,5,2,4,1,1,36216,R_3QMCaotWqUDbS89,Its alright if handled correctly that come with planning and time management.,,Sometimes I will take some time out of my day to cancel out everything and relax reflecting on the good things i have going on. As well as the potential positives that could result from these task not that it has to.,At one time slight temper issues due to underlying stress but its not an issue anymore.,,In the past if I didn't manage it correctly it would mess up my experience. But now I am doing pretty good on balancing both and having some time to enjoy for my own.,,5,,,19
1,3,3,2,4,3,4,3,1,2,4,2,3,4,8,10,10,3,6,10,4,3,4,3,1,3,4,3,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,6,7,3,4,5,2,2,3,2,36414,R_YW7z0MjrE5RIu0V,It's not as hard too manage as in high school,,getting my school work done or sleep,N/a,Library study centers,College has been pretty good so far because I've been able,N/a,5,,,18
2,3,2,3,4,4,4,2,3,4,3,3,3,4,8,2,2,2,2,2,3,2,4,4,3,3,4,2,2,2,1,2,1,3,3,1,3,1,3,1,1,1,1,1,1,1,1,3,4,4,5,7,5,7,7,1,5,7,2,36565,R_ymO8NfEXEOacXkZ,i feel my work-life balance is okay but it can improve,,"study hard, different studying ways and listen to music to help out with the stress",,,its okay,no,3,,,19
1,3,1,1,5,3,4,2,1,5,3,2,2,4,9,10,10,9,9,10,5,5,5,4,3,5,3,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,6,6,6,6,5,5,5,2,36327,R_1HnUpQj2hiH4DZR,I feel neutral,,Talking to someone about it,Me being extremely anxious,,Yes and no,,5,,,18
